 0.000E+00   0.000E+00   0.000E+00
 1.353E+01   0.000E+00   0.000E+00
 2.705E+01   0.000E+00   0.000E+00
 4.058E+01   0.000E+00   0.000E+00
 5.411E+01   0.000E+00   0.000E+00
 6.763E+01   0.000E+00   0.000E+00
 8.116E+01   0.000E+00   0.000E+00
 9.468E+01   0.000E+00   0.000E+00
 1.082E+02   0.000E+00   0.000E+00
 1.217E+02   0.000E+00   0.000E+00
 1.353E+02   0.000E+00   0.000E+00
 1.488E+02   0.000E+00   0.000E+00
 1.623E+02   0.000E+00   0.000E+00
 1.758E+02   0.000E+00   0.000E+00
 1.894E+02   0.000E+00   0.000E+00
 2.029E+02   0.000E+00   0.000E+00
 2.164E+02   0.000E+00   0.000E+00
 2.299E+02   0.000E+00   0.000E+00
 2.435E+02   0.000E+00   0.000E+00
 2.570E+02   0.000E+00   0.000E+00
