 0.000E+00   1.000E+00   0.000E+00   0.000E+00   0.000E+00
 1.353E+01   9.994E-01   2.120E-04   0.000E+00   0.000E+00
 2.705E+01   9.977E-01   4.221E-04   0.000E+00   0.000E+00
 4.058E+01   9.948E-01   6.284E-04   0.000E+00   0.000E+00
 5.411E+01   9.908E-01   8.290E-04   0.000E+00   0.000E+00
 6.763E+01   9.856E-01   1.022E-03   0.000E+00   0.000E+00
 8.116E+01   9.793E-01   1.206E-03   0.000E+00   0.000E+00
 9.468E+01   9.719E-01   1.379E-03   0.000E+00   0.000E+00
 1.082E+02   9.634E-01   1.539E-03   0.000E+00   0.000E+00
 1.217E+02   9.538E-01   1.685E-03   0.000E+00   0.000E+00
 1.353E+02   9.431E-01   1.815E-03   0.000E+00   0.000E+00
 1.488E+02   9.314E-01   1.928E-03   0.000E+00   0.000E+00
 1.623E+02   9.188E-01   2.023E-03   0.000E+00   0.000E+00
 1.758E+02   9.051E-01   2.097E-03   0.000E+00   0.000E+00
 1.894E+02   8.904E-01   2.151E-03   0.000E+00   0.000E+00
 2.029E+02   8.749E-01   2.183E-03   0.000E+00   0.000E+00
 2.164E+02   8.584E-01   2.192E-03   0.000E+00   0.000E+00
 2.299E+02   8.411E-01   2.177E-03   0.000E+00   0.000E+00
 2.435E+02   8.230E-01   2.139E-03   0.000E+00   0.000E+00
 2.570E+02   8.040E-01   2.075E-03   0.000E+00   0.000E+00
