-2.918288E-01  -2.383E+00   3.089E-01
-2.913424E-01  -2.687E+00  -1.792E+00
-2.908560E-01  -1.415E+00  -3.496E+00
-2.903696E-01   6.916E-01  -3.802E+00
-2.898833E-01   2.400E+00  -2.528E+00
-2.893969E-01   2.706E+00  -4.164E-01
-2.889105E-01   1.425E+00   1.296E+00
-2.884241E-01  -6.954E-01   1.601E+00
-2.879377E-01  -2.415E+00   3.143E-01
-2.874514E-01  -2.723E+00  -1.816E+00
-2.869650E-01  -1.435E+00  -3.543E+00
-2.864786E-01   7.004E-01  -3.855E+00
-2.859922E-01   2.432E+00  -2.564E+00
-2.855058E-01   2.743E+00  -4.239E-01
-2.850195E-01   1.447E+00   1.312E+00
-2.845331E-01  -7.027E-01   1.622E+00
-2.840467E-01  -2.446E+00   3.193E-01
-2.835603E-01  -2.760E+00  -1.839E+00
-2.830739E-01  -1.455E+00  -3.591E+00
-2.825875E-01   7.084E-01  -3.909E+00
-2.821012E-01   2.465E+00  -2.603E+00
-2.816148E-01   2.782E+00  -4.342E-01
-2.811284E-01   1.471E+00   1.326E+00
-2.806420E-01  -7.067E-01   1.643E+00
-2.801556E-01  -2.475E+00   3.256E-01
-2.796693E-01  -2.797E+00  -1.861E+00
-2.791829E-01  -1.478E+00  -3.638E+00
-2.786965E-01   7.113E-01  -3.965E+00
-2.782101E-01   2.492E+00  -2.649E+00
-2.777237E-01   2.820E+00  -4.599E-01
-2.772374E-01   1.503E+00   1.319E+00
-2.767510E-01  -6.879E-01   1.643E+00
-2.762646E-01  -2.465E+00   3.188E-01
-2.757782E-01  -2.781E+00  -1.877E+00
-2.752918E-01  -1.446E+00  -3.653E+00
-2.748054E-01   7.592E-01  -3.960E+00
-2.743191E-01   2.538E+00  -2.609E+00
-2.738327E-01   2.838E+00  -3.872E-01
-2.733463E-01   1.471E+00   1.403E+00
-2.728599E-01  -7.717E-01   1.705E+00
-2.723735E-01  -2.581E+00   3.301E-01
-2.718872E-01  -2.893E+00  -1.928E+00
-2.714008E-01  -1.519E+00  -3.751E+00
-2.709144E-01   7.438E-01  -4.072E+00
-2.704280E-01   2.572E+00  -2.698E+00
-2.699416E-01   2.894E+00  -4.316E-01
-2.694553E-01   1.514E+00   1.401E+00
-2.689689E-01  -7.623E-01   1.721E+00
-2.684825E-01  -2.604E+00   3.350E-01
-2.679961E-01  -2.929E+00  -1.952E+00
-2.675097E-01  -1.540E+00  -3.804E+00
-2.670233E-01   7.529E-01  -4.133E+00
-2.665370E-01   2.609E+00  -2.743E+00
-2.660506E-01   2.938E+00  -4.443E-01
-2.655642E-01   1.541E+00   1.416E+00
-2.650778E-01  -7.683E-01   1.744E+00
-2.645914E-01  -2.638E+00   3.399E-01
-2.641051E-01  -2.969E+00  -1.980E+00
-2.636187E-01  -1.562E+00  -3.859E+00
