 0.000E+00   1.000E+00   0.000E+00   0.000E+00   0.000E+00
 1.353E+01   1.006E+00   1.957E-01   0.000E+00   0.000E+00
 2.705E+01   9.373E-01   4.029E-01   0.000E+00   0.000E+00
 4.058E+01   9.572E-01   5.970E-01   0.000E+00   0.000E+00
 5.411E+01   1.033E+00   7.637E-01   0.000E+00   0.000E+00
 6.763E+01   1.015E+00   9.569E-01   0.000E+00   0.000E+00
 8.116E+01   9.638E-01   1.163E+00   0.000E+00   0.000E+00
 9.468E+01   1.027E+00   1.305E+00   0.000E+00   0.000E+00
 1.082E+02   1.090E+00   1.428E+00   0.000E+00   0.000E+00
 1.217E+02   1.050E+00   1.613E+00   0.000E+00   0.000E+00
 1.353E+02   1.033E+00   1.773E+00   0.000E+00   0.000E+00
 1.488E+02   1.122E+00   1.835E+00   0.000E+00   0.000E+00
 1.623E+02   1.157E+00   1.923E+00   0.000E+00   0.000E+00
 1.758E+02   1.107E+00   2.079E+00   0.000E+00   0.000E+00
 1.894E+02   1.130E+00   2.151E+00   0.000E+00   0.000E+00
 2.029E+02   1.219E+00   2.135E+00   0.000E+00   0.000E+00
 2.164E+02   1.219E+00   2.197E+00   0.000E+00   0.000E+00
 2.299E+02   1.174E+00   2.291E+00   0.000E+00   0.000E+00
 2.435E+02   1.227E+00   2.259E+00   0.000E+00   0.000E+00
 2.570E+02   1.293E+00   2.188E+00   0.000E+00   0.000E+00
