 0.000E+00   1.000E+00   0.000E+00
 1.353E+01   1.027E+00   1.921E-01
 2.705E+01   1.029E+00   4.060E-01
 4.058E+01   1.149E+00   5.576E-01
 5.411E+01   1.328E+00   6.365E-01
 6.763E+01   1.469E+00   7.560E-01
 8.116E+01   1.628E+00   8.787E-01
 9.468E+01   1.842E+00   9.041E-01
 1.082E+02   2.057E+00   9.189E-01
 1.217E+02   2.289E+00   9.937E-01
 1.353E+02   2.545E+00   1.043E+00
 1.488E+02   2.799E+00   1.022E+00
 1.623E+02   3.081E+00   1.029E+00
 1.758E+02   3.433E+00   1.081E+00
 1.894E+02   3.785E+00   1.087E+00
 2.029E+02   4.122E+00   1.052E+00
 2.164E+02   4.571E+00   1.064E+00
 2.299E+02   5.129E+00   1.097E+00
 2.435E+02   5.668E+00   1.073E+00
 2.570E+02   6.274E+00   1.037E+00
